text,category,is_obfuscated
كل ما زادوا بالعدد بالحي زادت الجرايم والفساد,hate,0
هالأقلية بتحاول تغير هوية منطقتنا وما رح نسمح,hate,0
من يتعامل مع هالطائفة تجارياً بيضر مجتمعه وناسه,hate,0
هالجماعة بتأكل من حق غيرها وما بتنتج شي للمجتمع,hate,0
ثقافتهم وحشية ومتخلفة وما بتنسجم مع مجتمعنا المتحضر,hate,0
هالطائفة منافقة، بتظهر شي وبتخبي شي تاني بالقلب,hate,0
لازم نوعي أولادنا على خطر هالعرق من الصغر,hate,0
هالمجموعة عبء على الدولة وعلى الخدمات وعلى الكل,hate,0
ما في واحد صالح من هالطائفة، هيك خلقوا وهيك رح يموتوا,hate,0
حتى روائحهم مختلفة، هنّي مو متلنا بأي شي,hate,0
هالعرق بيتلون وبيتكيف ليضحك علينا، ما بتقدر تأمنلهم,hate,0
اللي بيدافع عن حقوق هالطائفة خاين لوطنه وأهله,hate,0
هالناس جابوا وباء الجريمة والفقر لكل مكان ذهبوا إليه,hate,0
تاريخهم كلو خيانة وغدر، ما بيتعلموا وما بيتغيروا,hate,0
هالأقلية رح تكون سبب الحرب الأهلية القادمة بيناتنا,hate,0
من يربط مصلحته بهالعرق يندم طول عمره، بيعرفوا يستغلوا,hate,0
كل مشكلة بالبلد ابحث وراها لقيت هالطائفة بآخرها,hate,0
هالمجموعة بتشتري الضمائر وبتفسد يلي كانوا شرفاء,hate,0
الدم مو دم كل الناس، هنّي من طينة تانية ومو متلنا,hate,0
هالطائفة بتحكم علينا من وراء الكواليس وما حدا بيحكي,hate,0
يلي تعلم بمدرسة فيها أولاد من هالعرق بيرجع بقيم سيئة,hate,0
هالقومية ما إلها مكان بالعالم المتحضر، هنّي بيرجعوا للوراء,hate,0
كل المؤامرات الكبيرة علينا بيقف وراها هالطائفة,hate,0
هالناس بيستغلوا الكرم ويتمادوا، ما تبين إيدك للغريب,hate,0
الأمان الحقيقي يكون لما نتخلص من وجود هالعرق بحينا,hate,0
هالطائفة علمت أولادها الكذب والسرقة من الصغر,hate,0
الدولة الحقيقية لازم تميز بين المواطنين وهيك غرباء,hate,0
هالأقلية ما بتستحق نفس الحقوق لأنها ما بتحمل نفس الواجبات,hate,0
كل فقر ومرض وجهل بالمنطقة من لما هيك ناس سكنوا,hate,0
هالمذهب علم أتباعه يكرهوا كل من هو مختلف عنهم,hate,0
يلي بيحب هالعرق ما بيحب وطنه، بسيطة وواضحة,hate,0
هالطائفة بتتناسل بسرعة عشان تسيطر ديمغرافياً علينا,hate,0
ما في شي اسمو صديق من هالقومية، كلهم بيستخدموك وبيتركوك,hate,0
هالجماعة مو أهل للثقة بالتجارة ولا بالجيرة ولا بأي شي,hate,0
سببهم صار عنا شوارع غير آمنة وجريمة بكل مكان,hate,0
هالطائفة بتعبد بشر وبتقدس قبور، هاد علامة تخلف حضاري,hate,0
لازم يكون في قانون يمنع هالعرق من التملك بمناطقنا,hate,0
كل واحد من هالقومية بيحمل الحقد لنا بجيناته,hate,0
هالمجموعة جابت عادات وتقاليد وحشية لمجتمعنا المتحضر,hate,0
لو ما كانوا هنّي لكانت حياتنا أحسن بمراحل كتير,hate,0
هالطائفة منافقة ومخادعة، وجهان واحد للعلن وواحد بالخفا,hate,0
هالعرق بيلعب على حبلين دايماً، ما معو موقف ثابت,hate,0
تاريخهم الطويل كلو غدر وبيع ومؤامرات ضد الكل,hate,0
هالأقلية بتحاول تفرض ثقافتها الغريبة على مجتمعنا الأصيل,hate,0
من يتعاون مع هالطائفة على حساب مجتمعه إنسان ساقط,hate,0
هالمجموعة بتدعي المظلومية وهي الظالم الحقيقي دايماً,hate,0
هالعرق أجنبي عن هالأرض ولازم يرجع من وين إجا,hate,0
ما عندهم ذمة ولا ضمير، هيك خلقتهم أمهاتهم,hate,0
هالطائفة بتنخر بالمجتمع متل السوسة بالخشب,hate,0
لما بتشوف واحد من هالعرق بالشارع تحسسلك على جيبك,hate,0
هالأقلية بتستخدم السياسة عشان تسرق حق الأغلبية,hate,0
كل مشكلة اجتماعية بالبلد إذا حفرت لقيت هالطائفة,hate,0
هالقومية شرذمة متفرقة ما إلها وطن، متلهم متل الريح,hate,0
هنّي يشتغلوا لحالهم وما يخالطوا ناس شرفاء متلنا,hate,0
هالطائفة بتتعاون مع أعداء البلد ضد مصلحة الوطن,hate,0
ما في واحد من هالعرق صادق، الكذب جزء من ثقافتهم,hate,0
لو فينا نختار ما كنا اخترنا العيش بجانب هيك ناس,hate,0
هالمجموعة خطر على الأمن والنظام ولازم تراقب دايماً,hate,0
هالطائفة بتحتل مناصب ما بتستاهلها وبتحرم الكفوء منها,hate,0
الحياة صارت أحسن بكتير من لما كان عددهم أقل بالمنطقة,hate,0
هالعرق بيخطط بالسر ضدنا وبيظهر الصداقة بالعلن,hate,0
لازم القانون يميز بيناتنا وبينهم حفاظاً على مجتمعنا,hate,0
هالأقلية سلاحها الإنجاب الكثير عشان تغير موازين القوى,hate,0
كلهم متشابهين، ما في واحد منهم مختلف عن الصورة النمطية,hate,0
هالطائفة دايماً بتتذكر إنها مختلفة وبتستخدم ذلك سلاحاً,hate,0
