text,category,is_obfuscated
هالطائفة ملوثة وبتنشر الفساد، لازم نطهر مجتمعنا منهم نهائياً,hate,0
المهاجرين سرطان بمجتمعنا، بياخدوا وما بيعطوا، طردهم واجب وطني,hate,0
ا.ل.م.س.ي.ح.ي.ي.ن خونة بيشتغلوا للغرب ضدنا، احذروا منهم كلهم,hate,1
هالعرق متخلف بطبعو وما رح يتحضر مهما حاول، فرق كبير بيناتنا,hate,0
السنة احتلوا مناطقنا وبدهم يغيروا هويتها، لازم نوقفهم بأي ثمن,hate,0
كل واحد من هالجماعة بيحمل الحقد لنا بقلبو، ما فينا نأمنلهم,hate,0
هالطائفة بتتكاثر متل الجراد لتسيطر علينا، انتبهوا قبل فوات الأوان,hate,0
الأكراد عملاء وخونة باعوا الأرض للأجانب، ما إلهم محل بيناتنا,hate,0
هالقومية وصمة عار بتاريخنا، كل مشاكلنا بسببهم وبسبب وجودهم,hate,0
و.ل.ك ه.ا.ل.ج.م.ا.ع.ة كلها خراب وما بتجيب غير الدمار لبلدنا,hate,1
الشيعة بدهم يمدوا نفوذهم ع حسابنا، لازم نتصدالهم ونحميه أرضنا,hate,0
هالأقلية بتاخد امتيازات ع حسابنا، ليش هنّي فوق ونحنا تحت؟,hate,0
كل واحد بينتمي لهالطائفة عدو محتمل، تعاملوا معهم بحذر شديد,hate,0
المسيحيين بيعيشوا برفاهية ع حسابنا واحنا عم نتعذب، هاد ظلم,hate,0
هالعرق ما بيفهم غير لغة القوة، ما فينا نعاملهم متل البشر العاديين,hate,0
السنّة جايين ياخدوا مناصبنا وبيوتنا، وقفوهم قبل ما يكتروا علينا,hate,0
ا.ل.ع.ل.و.ي.ي.ن أقلية حاكمة ظالمة، آن الأوان نسترجع حقنا منهم,hate,1
هالطائفة بتعتبر حالها أفضل مننا، لازم نوريهم محلهم الحقيقي,hate,0
كل اللاجئين مجرمين هاربين، بيشكلوا خطر ع أمننا، طردهم ضروري,hate,0
الأكراد بيحلموا بدولة ع أرضنا، حلمهم رح يتحول لكابوس اذا كملوا,hate,0
هالجماعة ما بتستحق المواطنة، هنّي غرباء ولازم يضلوا غرباء,hate,0
الدروز بيخبوا نواياهم الحقيقية، ما فينا نثق فيهم ولا بكلمة,hate,0
هالعرق دونّي بطبيعتو، الاختلاط فيهم بيجر علينا المشاكل والعار,hate,0
و.ل.ك السنة والشيعة كلهم سوا، بيكرهونا وبيتمنوا زوالنا من الوجود,hate,1
هالطائفة عبء ع المجتمع، ما بتنتج شي بس بتاخد من خيراتنا,hate,0
المهاجرين غيروا وجه مدينتنا للأسوأ، لازم نرجعهم من وين إجوا,hate,0
كل واحد من هالقومية بيحقد علينا بصمت، خليكم بعيد عنهم دايماً,hate,0
هالأقلية بدها تفرض دينها وعاداتها علينا، نرفض ونقاوم بكل قوة,hate,0
الشيعة استوطنوا مناطقنا بقصد تغيير هويتها، هاد غزو لازم نوقفو,hate,0
هالعرق ما بينصلح، حاولنا معهم كتير بس طبيعتهم السيئة ما بتتغير,hate,0
هالجماعة ما بتنتمي لمجتمعنا، يرجعوا من وين إجوا ويتركونا بحالنا,hate,0
كل واحد من هالطائفة بيشكل خطر علينا، أحسنلنا نبعدهم عن مناطقنا,hate,0
الأكراد ضيوف تقلوا ع صدرنا، يرجعوا لجبالهم ويتركوا أرضنا,hate,0
هالعرق متخلف بطبعو ومهما حاول ما رح يتحضر، فرق كبير بيناتنا وبيناتهم,hate,0
ا.ل.ع.ل.و.ي.ي.ن كلهم متشابهين، ما فيك تأمنلهم ولا للحظة وحدة,hate,1
هالقومية وصمة عار، كل مشاكلنا بسببهم وبسبب وجودهم بيناتنا,hate,0
المسيحيين خونة بيشتغلوا للغرب ضدنا، احذروا منهم كلهم بدون استثناء,hate,0
كل اللاجئين عبء وسرطان بمجتمعنا، طردهم صار واجب وطني ضروري,hate,0
الشيعة بدهم يمدوا نفوذهم ع حسابنا، لازم نتصدالهم ونحمي أرضنا,hate,0
هالجماعة جايين ياخدوا شغلنا وبيوتنا، وقفوهم قبل ما يكتروا علينا,hate,0
الدروز منغلقين وبيتآمروا بالخفا، ما فينا نثق فيهم ولا بكلمة وحدة,hate,0
و.ل.ك ه.ا.ل.ع.ر.ق كلو فاسد بطبيعتو، ما رح يتغير مهما عملنا فيه,hate,1
السنة والشيعة كلهم سوا، بيكرهونا وبيتمنوا زوالنا من الوجود,hate,0
هالأقلية بدها تفرض ثقافتها وعاداتها علينا، نرفض ونقاوم بكل قوة,hate,0
كل واحد من هالطائفة عدو محتمل، تعاملوا معهم بحذر شديد دايماً,hate,0
الأكراد عملاء باعوا الأرض للأجانب، ما إلهم محل بيناتنا أبداً,hate,0
هالجنسية كلها نصابين وحراميه، ما فينا نتعامل معهم بأي أمان,hate,0
المهاجرين غيروا وجه مدينتنا للأسوأ، لازم نرجعهم من وين إجوا فوراً,hate,0
ا.ل.م.س.ي.ح.ي.ي.ن بيتآمروا علينا بالخفا، ما تثقوا فيهم ولا لحظة,hate,1
السنة جايين ياخدوا مناصبنا وبيوتنا، وقفوهم قبل ما يكتروا ويسيطروا,hate,0
كل واحد بينتمي لهالطائفة بيحمل الحقد لنا بقلبو، ما نأمنلهم أبداً,hate,0
هالأقلية بتاخد امتيازات ع حسابنا، ليش هنّي فوق ونحنا تحت دايماً؟,hate,0
الدروز بيخبوا نواياهم الحقيقية، ما فينا نثق فيهم بأي شي أبداً,hate,0
هالجماعة ما بتستحق المواطنة، هنّي غرباء ولازم يضلوا غرباء عنا,hate,0
و.ل.ك السنة والشيعة بيتمنوا زوالنا، عداوتهم إلنا ما بتنتهي أبداً,hate,1
هالطائفة عبء ع المجتمع، ما بتنتج شي بس بتاخد من خيراتنا وتعبنا,hate,0
المهاجرين مجرمين هاربين بيشكلوا خطر ع أمننا، طردهم صار ضرورة,hate,0
الشيعة استوطنوا مناطقنا بقصد تغيير هويتها، هاد غزو لازم نوقفو فوراً,hate,0
هالأقلية بتعتبر حالها أفضل مننا، لازم نوريهم محلهم الحقيقي بيناتنا,hate,0
ا.ل.ع.ل.و.ي.ي.ن أقلية ظالمة حاكمة، آن الأوان نسترجع حقنا منهم,hate,1
هالطائفة بتعتبر باقي الناس أقل منها، رح نوريهم إنهم مو شي أبداً,hate,0
كل اللاجئين بياخدوا ما بيعطوا، يطلعوا من بلدنا ويتركونا بحالنا,hate,0
الأكراد انفصاليين بيسرقوا أرضنا، ما إلهم محل بيناتنا، يطلعوا فوراً,hate,0
هالجماعة غرباء عنا بكل شي، عاداتهم ودينهم وأخلاقهم ما بتشبهنا أبداً,hate,0
الدروز يتآمروا علينا من زمان، آن الأوان نكشف نواياهم ونوقفهم,hate,0
هالعرق سبب تخلفنا، لو ما كانوا بيناتنا كان وضعنا أحسن بكتير,hate,0
و.ل.ك ه.ا.ل.ط.ا.ئ.ف.ة كلها خراب، ما بتجيب غير الدمار لبلدنا,hate,1
هالأقلية بتفرض نفسها علينا بالقوة، لازم نرفضها ونحمي هويتنا الأصيلة,hate,0
المهاجرين سرقوا فرص شغلنا، يرجعوا لبلادهم ويتركوا الشغل لأهل البلد,hate,0
كل واحد من هالطائفة بيخطط ضدنا بالسر، احذروا منهم وما تأمنولهم,hate,0
السنة بدهم يسيطروا ع كل شي ويلغوا وجودنا، لازم نوقفهم قبل فوات الأوان,hate,0
هالجماعة ملوثة لمجتمعنا النقي، لازم نعزلهم عنا ونحافظ ع أصالتنا,hate,0
