text,category,is_obfuscated
كل نظام بيوعد بالتغيير وبيطلع أسوأ من يلي قبلو، تعبنا من الكذب,political,0
الطبقة الحاكمة بتزداد غنى والشعب بيزداد فقر، هاد مو وطن هاد سجن,political,0
محدا بيمثلنا حقيقة، الكل بيركب موجة الشعب ليوصل وبعدين بينسانا,political,0
الدولة فاشلة بكل شي إلا بقمع شعبها والتفنن بإفقاره أكتر فأكتر,political,0
بدنا دولة مدنية تحترم المواطن، مو دولة بتعامل شعبها متل العبيد,political,0
كل وعود الحكومة كذب، الأسعار عم تطير والرواتب ع حالها من سنين,political,0
شو استفدنا من كل التغييرات؟ نفس الفقر ونفس القهر بس بعناوين جديدة,political,0
المسؤولين عايشين بقصور والشعب عم يموت ع رغيف الخبز، هاد عدل؟,political,0
لازم نطالب بحقوقنا بصوت عالي، السكوت عن الظلم صار جريمة بحقنا,political,0
البلد ماشية ع حافة الانفجار، الناس تعبت وما عاد فيها تتحمل أكتر,political,0
ا.ل.ا.ع.لام كلو مأجور بيجمل الواقع ويخبي الحقيقة عن الشعب,political,1
كل الأطراف السياسية بتتقاسم المغانم واحنا الشعب يلي عم ندفع الفاتورة,political,0
الانتخابات مسرحية والنتيجة محسومة، ليش عم نمثل عحالنا ونصوت؟,political,0
أموال البلد عم تنهب والمسؤولين بيهربوها برا والشعب عم يتسول,political,0
الفقير عم يزيد فقر والغني بيزيد غنى، هاد نظام ظالم لازم يتغير,political,0
بيستغلوا الطائفية والدين ليوصلوا للكراسي وبعدين بينسوا كل وعودهم,political,0
الحرية صارت حلم بعيد، كل من بيحكي بيتهم بالخيانة ويتسكت بالقوة,political,0
وعدونا بإعادة الإعمار وين راحت المليارات؟ بجيوب الحيتان طبعاً,political,0
و.ي.ن العدالة لما القانون بس عالفقير والكبير فوق المحاسبة؟,political,1
الدستور بينكتب ع مزاج الحاكم، ما في قانون حقيقي يحمي المواطن,political,0
احنا محكومين من طبقة فاسدة بتلبس بدلات رسمية وبتسرق باسم الوطن,political,0
كل يوم قرارات جديدة بتزيد عذابنا وهنّي عايشين برفاهية ع حسابنا,political,0
السياسيين بيتاجروا بدمنا ودموعنا ليضلوا متربعين عكراسي السلطة,political,0
ما في معارضة حقيقية، كلهم متفقين سراً وبيلعبوا أدوار قدام الكاميرا,political,0
قرار البلد مو بإيدنا، الدول الكبرى بتلعب بمصيرنا ونحنا نتفرج بصمت,political,0
الفساد متغلغل بكل مفصل من الدولة، من أصغر موظف لأكبر مسؤول,political,0
شو رح تجيب حكومة وصلت ع ظهر الدبابات غير المزيد من القمع والدمار؟,political,0
ا.ل.ا.ن.ت.خ.ا.ب.ات مزورة والفائز معروف قبل ما يفتحوا الصناديق,political,1
الشعب صار بيخاف يبدي رأيو، وهاد أكبر دليل ع فشل وظلم هالنظام,political,0
المناصب بتتوزع بالواسطة والمحسوبية، الكفاءة ما إلها قيمة بهالبلد,political,0
وعدونا بدولة القانون وطلعت دولة الأقوى ياخد كل شي والباقي يجوع,political,0
بيستخدموا التفرقة الطائفية سلاح ليفرقونا ويضلوا ماسكين رقابنا,political,0
الإعلام الرسمي بيكذب علينا ليل نهار ونحنا عايشين الجحيم الحقيقي,political,0
محدا بيحاسب المسؤول الكبير، القانون مفصّل ع مقاس الضعيف بس عنا,political,0
و.ي.ن الديمقراطية يلي وعدونا فيها؟ نفس الاستبداد بوجه جديد,political,1
البلد بتنباع بالمزاد والشعب عم يتفرج بصمت مكسور من شدة القهر,political,0
المساعدات الدولية بتروح بجيوب الفاسدين والشعب ما بيشوف منها فلس,political,0
السلطة بتقمع كل صوت حر وبتسمي المطالبة بالحقوق إرهاب وخيانة,political,0
احنا شعب مغلوب ع أمرو، بنتحكم من الخارج وبنتقمع من الداخل,political,0
المحاكم صارت أداة بإيد السلطة، الأحكام بتتفصل حسب مصلحة الحاكم,political,0
كل حكومة بتيجي بتنسى وعودها بأول يوم وبتحط حالها فوق كل القوانين,political,0
ا.ل.م.س.ؤ.و.ل.ي.ن بيهربوا أموالنا لبنوك الخارج والبلد عم تنهار,political,1
شو معنى الوطنية لما الكبير بيسرق ويهرب وبيخلي الشعب يجوع ويتعذب؟,political,0
الانقسام السياسي عم يدمرنا أكتر من أي عدو، فرقونا عشان يحكمونا أسهل,political,0
البرلمان مجرد ديكور، القرارات الحقيقية بتتاخد بغرف مغلقة بعيد عنا,political,0
كل وعود الإصلاح حبر ع ورق، الواقع بيزداد سوءاً كل يوم بيمر,political,0
الصمت صار فضيلة والكلام صار جريمة بنظر اللي ماسكين زمام السلطة,political,0
احنا ضحية صراع المصالح الكبرى، بيلعبوا بمصيرنا ونحنا مجرد أرقام,political,0
و.ل.ك السياسة كلها تمثيلية والشعب هو الضحية الوحيدة فيها دايماً,political,1
المعارضة بالخارج عايشة بالرفاهية ونحنا بالداخل عم ندفع تمن مواقفهم,political,0
كل نظام بيوعد بالتغيير وبيطلع أسوأ من السابق، خلصنا من الكذب,political,0
الطبقة الحاكمة بتزداد ثراء والشعب بيزداد بؤس، هاد سجن مو وطن,political,0
محدا بيمثلنا فعلاً، الكل بيركب موجة معاناة الشعب ليوصل وبعدين بينسانا,political,0
الدولة فشلت بكل شي إلا بقمع شعبها والتفنن بإفقاره وإذلالو كل يوم,political,0
بدنا دولة بتحترم المواطن وتأمنلو حياة كريمة، مو دولة بتعاملنا متل العبيد,political,0
