text,category,is_obfuscated
معك خدمة عملاء سيريتل، خطك ربح باقة مجانية سنة، فعّلها بالكود,scam,0
بدك تستثمر بمشروع عقاري مضمون الربح؟ حوّل العربون واحجز حصتك,scam,0
وصل طلبك يلي طلبتو أونلاين، ادفع رسوم التوصيل عهالرابط لاستلامو,scam,0
معك مصلحة الضرائب، عندك استرداد ضريبي، اعطينا حسابك لنحول المبلغ,scam,0
ربحت بمسابقة رمضان جايزة كبيرة، بس ابعت رقم بطاقتك لتحويل المبلغ,scam,0
ح.س.ا.ب.ك مهدد بالإغلاق، حدّث معلوماتك عهالرابط خلال 24 ساعة,scam,1
معك إدارة الواتساب، حسابك رح ينحظر، ابعت كود التفعيل لإنقاذو,scam,0
تهانينا اختيرت لتجربة منتج مجاني، بس غطي رسوم الشحن عهالرابط,scam,0
عندك طرد متوقف بمكتب البريد، ادفع رسوم التخزين قبل ما يترجع,scam,0
معك البنك المركزي، رصدنا نشاط مشبوه، اتصل وأعطينا تفاصيل حسابك,scam,0
ربحت سيارة بالسحب السنوي، حوّل رسوم التسجيل والجمارك لتستلمها,scam,0
حسابك بالفيسبوك رح يتعطل، أكد ملكيتك بإدخال كلمة السر عهالرابط,scam,0
ا.ت.ص.ل فوراً، في حوالة باسمك رح ترجع لمرسلها اذا ما استلمتها اليوم,scam,1
معك شركة التأمين، عندك تعويض جاهز، اعطينا رقم حسابك لنحول المبلغ,scam,0
بدك دولار بسعر السوق السوداء بأرخص من الكل؟ حوّل وبيوصلك فوراً,scam,0
حسابك ربح عضوية ذهبية مجانية، فعّلها بإدخال بيانات بطاقتك هلق,scam,0
معك موظف الجوازات، جوازك جاهز، ادفع رسوم الاستلام عهالرابط,scam,0
تم اختيار رقمك لربح اشتراك نتفليكس سنة، أكد بإدخال رقم بطاقتك,scam,0
وصلك إشعار دفع متأخر، سدد فوراً عهالرابط قبل ما تتراكم الغرامات,scam,0
معك صديق قديم، خسرت رقمك، ابعتلي رقم حسابك بدي حوّلك مبلغ,scam,0
ربحت كوبون تسوق بـ500 ألف من متجر شهير، فعّلو بإدخال بياناتك,scam,0
ح.و.ا.ل.ت.ك جاهزة بس عبي معلوماتك البنكية عهالرابط لاستلامها,scam,1
معك دائرة العقارات، عقارك المسجل عليه مشكلة، اتصل وأعطينا بياناتك,scam,0
بدك بطاقة ائتمان بدون شروط ولا كفيل؟ سجل عهالرابط بمعلوماتك,scam,0
حسابك بتطبيق التوصيل ربح رصيد مجاني، فعّلو بربط بطاقتك البنكية,scam,0
معك موظف الجمارك، عندك طرد دولي، ادفع رسوم التخليص عهالرابط,scam,0
تهانينا، رقمك من ضمن 10 فائزين بمليون ليرة، أكد بياناتك للاستلام,scam,0
وصلك رابط لتحديث تطبيق البنك، حدّث الآن لتجنب توقف الخدمة عحسابك,scam,0
معك شركة الشحن الدولي، طردك محتجز، ادفع غرامة التأخير عهالرابط,scam,0
بدك تشتري عقار بسعر مغري قبل طرحو بالسوق؟ ادفع عربون واحجزو,scam,0
حسابك ربح نقاط بقيمة كبيرة، استبدلها كاش بإدخال رقم بطاقتك هلق,scam,0
ا.ن.ت.ب.ه حسابك رح ينقفل بكرا اذا ما أكدت بياناتك عهالرابط,scam,1
معك إدارة المسابقة، فزت بجايزة لكن لازم تدفع ضريبة الجايزة أول,scam,0
بدك قرض فوري بدون فوائد لحد 3 مليون؟ قدم طلبك عهالرابط هلق,scam,0
حسابك بالايميل تعرض لاختراق، غير كلمة السر فوراً من هالرابط الرسمي,scam,0
معك موظف الصرافة، عندك حوالة كبيرة، اعطينا بياناتك الكاملة للصرف,scam,0
ربحت رحلة سياحية لكل العيلة، بس غطي رسوم الحجز والتأشيرة هلق,scam,0
وصلك مبلغ تحويل خاطئ، رجعو فوراً عهالرقم وإلا رح تتعرض للمسائلة,scam,0
